time,y
0.0,178.0
0.2,177.99983248260287
0.4,177.9993605142766
0.6000000000000001,177.99876171030724
0.8,177.9982494365977
1.0,177.99802823337
1.2000000000000002,177.9982900221172
1.4000000000000001,177.99922838389512
1.6,178.0010259083519
1.8,178.00385404896554
2.0,178.00787741450944
2.2,178.01318789769653
2.4000000000000004,178.0198893687483
2.6,178.02819884111904
2.8000000000000003,178.038145826363
3.0,178.05000176092864
3.2,178.06371511812006
3.4000000000000004,178.0793150647122
3.6,178.096929930663
3.8000000000000003,178.1167388643031
4.0,178.13872316037032
4.2,178.16294959296317
4.4,178.1894995827709
4.6000000000000005,178.2184541263817
4.800000000000001,178.24987555247458
5.0,178.28383512487403
5.2,178.32034647314816
5.4,178.35944726049303
5.6000000000000005,178.40121875382613
5.800000000000001,178.44571752195293
6.0,178.49272011255573
6.2,178.54228716618366
6.4,178.59455932582222
6.6000000000000005,178.64958614157308
6.800000000000001,178.7074171635379
7.0,178.76810194181832
7.2,178.83169002651601
7.4,178.89823096773262
7.6000000000000005,178.96777431556973
7.800000000000001,179.04036962012907
8.0,179.11554738037535
8.200000000000001,179.19357056775175
8.4,179.27449868056658
8.6,179.35834276635103
8.8,179.44511387263617
9.0,179.53482304695308
9.200000000000001,179.62726089401792
9.4,179.72247037775298
9.600000000000001,179.8204981395536
9.8,179.92133585714907
10.0,180.0249752082687
10.200000000000001,180.1314078706418
10.4,180.2405438411123
10.600000000000001,180.35235701965314
10.8,180.46686868416435
11.0,180.58406150994392
11.200000000000001,180.70391817228995
11.4,180.82642134650058
11.600000000000001,180.95152208353255
11.8,181.07917842104
12.0,181.20939429912386
12.200000000000001,181.34214780298709
12.4,181.47741701783264
12.600000000000001,181.6151800288635
12.8,181.75540151090354
13.0,181.89803583907803
13.200000000000001,182.04307741611086
13.4,182.19050154942278
13.600000000000001,182.3402835464346
13.8,182.49239871456695
14.0,182.64681710345417
14.200000000000001,182.80349299149447
14.4,182.96241432884045
14.600000000000001,183.1235544772788
14.8,183.28688677895292
15.0,183.45238455636292
15.200000000000001,183.62002111236563
15.4,183.7897697301746
15.600000000000001,183.96160367336006
15.8,184.13549618584887
16.0,184.31141705829248
16.2,184.48933647880182
16.400000000000002,184.6692306783013
16.6,184.85107231006918
16.8,185.0348339792451
17.0,185.22048824282984
17.2,185.4080076096858
17.400000000000002,185.59736454053638
17.6,185.7885314479666
17.8,185.98148069642258
18.0,186.17619879835877
18.2,186.3726573879136
18.400000000000002,186.57082420631974
18.6,186.77067277192612
18.8,186.9721766349382
19.0,187.17530937741816
19.200000000000003,187.38004461328467
19.400000000000002,187.58635598831296
19.6,187.79421718013492
19.8,188.00360189823897
20.0,188.21451559250664
20.200000000000003,188.42691626285
20.400000000000002,188.64077682578704
20.6,188.8560733067663
20.8,189.07278189138606
21.0,189.29087892539405
21.200000000000003,189.5103409146875
21.400000000000002,189.73114452531325
21.6,189.95326658346772
21.8,190.17668680738262
22.0,190.40140319314077
22.200000000000003,190.62737891572016
22.400000000000002,190.85459291063245
22.6,191.08302436372134
22.8,191.31265271116268
23.0,191.54345763946435
23.200000000000003,191.77541908546658
23.400000000000002,192.00851723634156
23.6,192.24273252959364
23.8,192.47804781444677
24.0,192.71444740736945
24.200000000000003,192.95190961396224
24.400000000000002,193.19041627779302
24.6,193.42994951727115
24.8,193.67049172564816
25.0,193.91202557101747
25.200000000000003,194.15453399631429
25.400000000000002,194.3980002193158
25.6,194.642407732641
25.8,194.88773791670667
26.0,195.13397424897238
26.200000000000003,195.3811022254136
26.400000000000002,195.62910617314554
26.6,195.87797067830297
26.8,196.12768058604024
27.0,196.3782210005313
27.200000000000003,196.62957728496968
27.400000000000002,196.88173506156852
27.6,197.1346802115604
27.8,197.38839355725423
28.0,197.64286333674937
28.200000000000003,197.89807686982664
28.400000000000002,198.15402066085846
28.6,198.41068144889982
28.8,198.6680462076884
29.0,198.92610214564428
29.200000000000003,199.18483670587023
29.400000000000002,199.44423756615163
29.6,199.7042924696517
29.8,199.96498414551098
30.0,200.22630446052352
30.200000000000003,200.488241701763
30.400000000000002,200.7507843706431
30.6,201.0139211829175
30.8,201.27764106867977
31.0,201.5419331723636
31.200000000000003,201.80678685274256
31.400000000000002,202.0721916829304
31.6,202.33813574186246
31.8,202.6046044107922
32.0,202.87159153832147
32.2,203.13908718314343
32.4,203.4070816038452
32.6,203.6755652597767
32.800000000000004,203.94452881191933
33.0,204.21396312375475
33.2,204.48385926213388
33.4,204.75420849814566
33.6,205.02500230798591
33.800000000000004,205.2962323738259
34.0,205.5678905846816
34.2,205.83996903728212
34.4,206.11246003693873
34.6,206.3853560984137
34.800000000000004,206.65863357931534
35.0,206.93229522599546
35.2,207.206334978793
